Company Name,Contact Name,Job Title,Work Email,Website,Industry,Employee Count,Annual Revenue,Location,LinkedIn URL,Phone
Ironclad Health Partners,Omar Chen,CFO,hello@gitlab.com,https://www.gitlab.com,Construction,136,"$18,852,592","Charlotte, NC",,
Ironclad Health Partners,Omar Chen,CFO,hello@gitlab.com,https://www.gitlab.com,Construction,136,"$18,852,592","Charlotte, NC",,
Pinnacle Plumbing,James Vasquez,Co-Founder,jamesvasquez76@hotmail.com,https://www.hotmail.com,Professional Services,110,"$18,438,310","Indianapolis, IN",,+1 466-729-9731
Cornerstone Manufacturing,Kevin Okonkwo,Junior Accountant,support@godaddy.com,https://www.godaddy.com,Professional Services,115,"$28,595,900","Nashville, TN",https://linkedin.com/in/kevin-okonkwo-426,
Meridian HVAC Services,Michael Nakamura,Co-Founder,michael.nakamura@@datadoghq.com,https://www.datadoghq.com,Healthcare,,"$1,728,062,270","Richmond, VA",https://linkedin.com/in/michael-nakamura-427,+1 625-516-3220
Harbor Freight,Nina Chen,,nina.chen@intuit.com,https://www.intuit.com,Facilities Management,221,"$28,391,207","Tampa, FL",https://linkedin.com/in/nina-chen-428,
Foxglove Facilities,Daniel Petrov,,contact@notion.so,https://www.notion.so,Manufacturing,240,"$46,072,320","Salt Lake City, UT",,+1 330-952-5177
Silverbrook Dental Group,Aisha Mbeki,,aisha.mbeki@figma.com,https://www.figma.com,Industrial Services,3512,"$873,220,168","Nashville, TN",https://linkedin.com/in/aisha-mbeki-430,+1 875-207-4776
Summit Plumbing,Aisha Delgado,Head of Procurement,aisha.delgado@twilio.com,https://www.twilio.com,Healthcare,8244,"$2,034,338,904","Charlotte, NC",,+1 892-356-9001
Silverbrook Industrial,Sarah Hartley,COO,sarah.hartley@twilio.com,https://www.twilio.com,Automotive,8993,"$2,029,378,366","Dallas, TX",https://linkedin.com/in/sarah-hartley-432,+1 705-953-3171
Meridian Health Partners,Omar Okonkwo,Intern,support@datadoghq.com,https://www.datadoghq.com,Construction,93,"$24,724,608","Dallas, TX",https://linkedin.com/in/omar-okonkwo-433,
Cornerstone Packaging,Claire Ibrahim,Operations Manager,admin@wix.com,https://www.wix.com,Food & Beverage,206,"$31,752,634","Tampa, FL",https://linkedin.com/in/claire-ibrahim-434,
Granite Logistics,Thomas Okonkwo,General Manager,thomasokonkwo22@gmail.com,https://www.gmail.com,Construction,3231,"$455,276,979","Phoenix, AZ",https://linkedin.com/in/thomas-okonkwo-435,+1 702-207-6593
Ironclad Plumbing,Omar Petrov,Owner,omar.petrov@digitalocean.com,https://www.digitalocean.com,Automotive,187,"$45,367,135","Richmond, VA",https://linkedin.com/in/omar-petrov-436,
Foxglove Freight,Robert Kowalski,Sales Representative,robert@northwind-freight-co.example,https://www.northwind-freight-co.example,Food & Beverage,1751,"$487,553,693","Tampa, FL",,+1 529-101-3088
Copperline Manufacturing,David Petrov,,david.petrov@hubspot.com,https://www.hubspot.com,Wholesale Distribution,220,"$48,797,980","Salt Lake City, UT",https://linkedin.com/in/david-petrov-438,+1 914-174-9509
Northwind Plumbing,Elena Sorensen,Intern,elenasorensen17@yahoo.com,https://www.yahoo.com,Food & Beverage,120,"$27,053,520","Salt Lake City, UT",,
Redwood Freight,Priya Silva,Director of IT,,https://www.datadoghq.com,Healthcare,165,"$33,150,150","Phoenix, AZ",https://linkedin.com/in/priya-silva-440,+1 675-701-1612
Silverbrook Plumbing,Priya Ferreira,Sales Representative,priya@northwind-freight-co.example,https://www.northwind-freight-co.example,Professional Services,145,"$20,677,725","Columbus, OH",https://linkedin.com/in/priya-ferreira-441,
Northwind HVAC Services,Kevin Bergstrom,Co-Founder,kevin.bergstrom@@cloudflare.com,https://www.cloudflare.com,Professional Services,9,"$944,100","Indianapolis, IN",https://linkedin.com/in/kevin-bergstrom-442,
Ironclad Packaging,Nina Nakamura,Head of Procurement,nina@northwind-freight-co.example,https://www.northwind-freight-co.example,Logistics,144,,"Charlotte, NC",https://linkedin.com/in/nina-nakamura-443,
Cornerstone Automotive,Claire Whitfield,President,clairewhitfield59@yahoo.com,https://www.yahoo.com,Professional Services,6173,"$1,741,724,296","Charlotte, NC",,
Blue Ridge Automotive,James Chen,President,james.chen@cloudflare.com,https://www.cloudflare.com,Manufacturing,115,"$30,891,760","Indianapolis, IN",https://linkedin.com/in/james-chen-445,
Granite Manufacturing,Marcus Whitfield,Managing Director,marcus@northwind-freight-co.example,https://www.northwind-freight-co.example,,138,"$39,638,430","Dallas, TX",https://linkedin.com/in/marcus-whitfield-446,+1 601-288-4008
Cornerstone Logistics,Rachel Petrov,President,rachel.petrov@asana.com,https://www.asana.com,Professional Services,6300,"$1,697,906,700","Dallas, TX",,+1 658-359-3086
Granite Industrial,Nina Hartley,Field Technician,admin@zendesk.com,https://www.zendesk.com,Industrial Services,,"$1,176,067,728","Tampa, FL",https://linkedin.com/in/nina-hartley-448,
Tidewater Manufacturing,,VP of Operations,omar@pinnacle-dental-grp.example,https://www.pinnacle-dental-grp.example,Facilities Management,103,,"Kansas City, MO",https://linkedin.com/in/omar-gallagher-449,+1 856-825-3624
Copperline Machining,Michael Okonkwo,,michael.okonkwo@stripe.com,https://www.stripe.com,Logistics,1202,"$304,398,086","Phoenix, AZ",,+1 266-855-4021
Harbor Machining,Elena Ibrahim,Owner,elena.ibrahim@zendesk.com,https://www.zendesk.com,Professional Services,212,,"Phoenix, AZ",https://linkedin.com/in/elena-ibrahim-451,+1 899-113-1072
Copperline Machining,Rachel Whitfield,Managing Director,rachel.whitfield@salesforce.com,https://www.salesforce.com,Healthcare,106,"$10,844,436","Kansas City, MO",https://linkedin.com/in/rachel-whitfield-452,+1 608-527-9019
Granite Industrial,Linda Bergstrom,General Manager,linda.bergstrom@shopify.com,https://www.shopify.com,,107,"$19,759,476","Indianapolis, IN",,
Northwind Electrical,Omar Nakamura,Chief Executive Officer,,https://www.stripe.com,Facilities Management,8373,"$2,231,647,317","Indianapolis, IN",https://linkedin.com/in/omar-nakamura-454,+1 340-826-4417
Cornerstone Facilities,,,omar.whitfield@squarespace.com,https://www.squarespace.com,Food & Beverage,123,"$26,519,046","Richmond, VA",https://linkedin.com/in/omar-whitfield-455,
Northwind HVAC Services,Aisha Ahmed,President,aishaahmed13@gmail.com,https://www.gmail.com,Automotive,6646,,"Charlotte, NC",,
Cornerstone Plumbing,Elena Whitfield,Managing Director,elena.whitfield@datadoghq.com,https://www.datadoghq.com,Manufacturing,134,"$18,552,568","Phoenix, AZ",https://linkedin.com/in/elena-whitfield-457,
Pinnacle Plumbing,Aisha Mbeki,President,aisha.mbeki@datadoghq.com,https://www.datadoghq.com,Industrial Services,155,"$18,705,865","Kansas City, MO",,
Copperline HVAC Services,Thomas Petrov,,accounts@digitalocean.com,https://www.digitalocean.com,Construction,105,"$16,341,150","Salt Lake City, UT",https://linkedin.com/in/thomas-petrov-459,
Tidewater Manufacturing,Marcus Okonkwo,,contact@zendesk.com,https://www.zendesk.com,Healthcare,141,"$19,792,311","Kansas City, MO",https://linkedin.com/in/marcus-okonkwo-460,+1 951-448-5927
Blue Ridge Packaging,Maria Whitfield,Marketing Coordinator,,https://www.hubspot.com,Wholesale Distribution,51,"$7,627,254","Nashville, TN",https://linkedin.com/in/maria-whitfield-461,
Silverbrook Fabrication,Thomas Petrov,COO,thomas.petrov@datadoghq.com,https://www.datadoghq.com,Logistics,8,"$2,195,888","Phoenix, AZ",https://linkedin.com/in/thomas-petrov-462,+1 899-552-6261
Kestrel Freight,,Managing Director,marcus.bergstrom@notion.so,https://www.notion.so,Professional Services,114,"$16,816,482","Nashville, TN",https://linkedin.com/in/marcus-bergstrom-463,
Meridian Logistics,,President,elena.silva@hubspot.com,https://www.hubspot.com,Food & Beverage,3373,"$681,730,522","Phoenix, AZ",https://linkedin.com/in/elena-silva-464,+1 617-461-2614
Redwood Distribution,,"Vice President, Finance",paul.whitfield@cloudflare.com,https://www.cloudflare.com,Automotive,22,"$2,824,602","Indianapolis, IN",,
Copperline Plumbing,Thomas Petrov,,thomas.petrov@@wix.com,https://www.wix.com,Food & Beverage,3485,"$573,533,420","Dallas, TX",https://linkedin.com/in/thomas-petrov-466,+1 238-870-2799
Copperline Electrical,Nina Gallagher,Intern,nina.gallagher@salesforce.com,https://www.salesforce.com,Automotive,219,"$40,974,681","Columbus, OH",https://linkedin.com/in/nina-gallagher-467,+1 672-497-1863
Silverbrook Health Partners,Thomas Delgado,Owner,thomas.delgado@hubspot.com,https://www.hubspot.com,Industrial Services,97,,"Richmond, VA",,+1 771-183-2260
Meridian HVAC Services,Rachel Lindqvist,Intern,hello@godaddy.com,https://www.godaddy.com,Industrial Services,153,"$40,039,794","Kansas City, MO",https://linkedin.com/in/rachel-lindqvist-469,
Cornerstone Machining,Claire Sorensen,Head of Procurement,claire@summit-logistics-llc.invalid,https://www.summit-logistics-llc.invalid,Facilities Management,145,,"Charlotte, NC",,+1 732-421-2472
Harbor Machining,Omar Bergstrom,Operations Manager,omar.bergstrom@datadoghq.com,https://www.datadoghq.com,Manufacturing,168,,"Richmond, VA",https://linkedin.com/in/omar-bergstrom-471,
Harbor Machining,Omar Bergstrom,Operations Manager,omar.bergstrom@datadoghq.com,https://www.datadoghq.com,Manufacturing,168,,"Richmond, VA",https://linkedin.com/in/omar-bergstrom-471,
Silverbrook Fabrication,Rachel Chen,Co-Founder,rachel.chen@hubspot.com,https://www.hubspot.com,Automotive,,"$890,140,440","Nashville, TN",,+1 824-524-1056
Redwood Dental Group,Paul Silva,CFO,paul.silva@cloudflare.com,https://www.cloudflare.com,Food & Beverage,,"$15,582,120","Dallas, TX",,
Kestrel Facilities,Nina Hartley,Chief Executive Officer,nina.hartley@digitalocean.com,https://www.digitalocean.com,Logistics,113,,"Nashville, TN",https://linkedin.com/in/nina-hartley-474,+1 539-218-3653
Pinnacle Logistics,Sarah Petrov,CFO,sarah514@yopmail.com,https://www.yopmail.com,Food & Beverage,,"$2,208,590","Charlotte, NC",,
Copperline Industrial,Rachel Whitfield,Managing Director,rachel.whitfield@cloudflare.com,https://www.cloudflare.com,Construction,8,,"Columbus, OH",https://linkedin.com/in/rachel-whitfield-476,
Meridian Logistics,Grace Mbeki,,accounts@intuit.com,https://www.intuit.com,Wholesale Distribution,164,"$45,159,040","Richmond, VA",https://linkedin.com/in/grace-mbeki-477,
Foxglove Fabrication,Claire Kowalski,General Manager,claire899@guerrillamail.com,https://www.guerrillamail.com,Logistics,4089,"$1,040,564,631","Richmond, VA",https://linkedin.com/in/claire-kowalski-478,
Kestrel Distribution,Linda Nakamura,Managing Director,info@datadoghq.com,https://www.datadoghq.com,Wholesale Distribution,149,"$27,310,061","Kansas City, MO",,+1 417-565-4518
Blue Ridge Distribution,James Nakamura,,james@acme-hvac-services.invalid,https://www.acme-hvac-services.invalid,Manufacturing,89,,"Phoenix, AZ",https://linkedin.com/in/james-nakamura-480,
Pinnacle HVAC Services,Daniel Novak,Co-Founder,daniel.novak@atlassian.com,https://www.atlassian.com,Industrial Services,41,,"Columbus, OH",https://linkedin.com/in/daniel-novak-481,+1 823-286-4705
Granite Distribution,Michael Chen,Plant Manager,michael.chen@zendesk.com,https://www.zendesk.com,Automotive,3,"$576,945","Indianapolis, IN",https://linkedin.com/in/michael-chen-482,+1 594-682-5496
Foxglove Facilities,,General Manager,michael.ibrahim@@gitlab.com,https://www.gitlab.com,Manufacturing,171,"$29,476,809","Phoenix, AZ",,
Granite Plumbing,Priya Vasquez,General Manager,contact@shopify.com,https://www.shopify.com,Wholesale Distribution,125,,"Nashville, TN",,+1 429-485-4211
Foxglove Logistics,Omar Novak,CFO,omar.novak@asana.com,https://www.asana.com,Industrial Services,168,"$34,068,384","Phoenix, AZ",https://linkedin.com/in/omar-novak-485,+1 688-966-3437
Blue Ridge Machining,Paul Ferreira,Executive Assistant,paul.ferreira@shopify.com,https://www.shopify.com,Automotive,3,"$312,540","Tampa, FL",https://linkedin.com/in/paul-ferreira-486,
Northwind Health Partners,Aisha Chen,Director of Operations,aisha@pinnacle-dental-grp.example,https://www.pinnacle-dental-grp.example,Food & Beverage,9,"$1,686,843","Indianapolis, IN",https://linkedin.com/in/aisha-chen-487,+1 275-715-2168
Silverbrook Health Partners,Rachel Delgado,General Manager,rachel.delgado@intuit.com,https://www.intuit.com,Manufacturing,83,"$11,369,174","Richmond, VA",https://linkedin.com/in/rachel-delgado-488,+1 381-993-1612
Summit Industrial,Thomas Lindqvist,,thomas@northwind-freight-co.example,https://www.northwind-freight-co.example,Manufacturing,129,"$13,681,998","Tampa, FL",https://linkedin.com/in/thomas-lindqvist-489,
Harbor Fabrication,Linda Petrov,Field Technician,linda.petrov@squarespace.com,https://www.squarespace.com,Facilities Management,91,"$11,734,177","Salt Lake City, UT",,+1 613-186-1941
Blue Ridge Dental Group,Elena Hartley,"Vice President, Finance",elena.hartley@zoominfo.com,https://www.zoominfo.com,Construction,152,"$41,816,568","Phoenix, AZ",,+1 594-383-8051
Granite Dental Group,Aisha Rasmussen,Owner,aisha.rasmussen@intuit.com,https://www.intuit.com,Facilities Management,8,"$906,368","Salt Lake City, UT",https://linkedin.com/in/aisha-rasmussen-492,+1 360-313-8275
Redwood Logistics,Aisha Gallagher,Junior Accountant,aisha.gallagher@asana.com,https://www.asana.com,Healthcare,8165,"$1,593,073,150","Richmond, VA",,+1 240-736-9514
Ironclad Packaging,Marcus Petrov,Co-Founder,marcus.petrov@wix.com,https://www.wix.com,Facilities Management,142,"$30,331,910","Salt Lake City, UT",,+1 863-732-8487
Harbor Fabrication,,COO,elena.lindqvist@gitlab.com,https://www.gitlab.com,Logistics,42,"$5,042,100","Indianapolis, IN",https://linkedin.com/in/elena-lindqvist-495,
Tidewater Electrical,Aisha Bergstrom,Owner,support@figma.com,https://www.figma.com,Food & Beverage,70,"$8,399,440","Phoenix, AZ",,+1 612-291-5977
Kestrel Freight,Elena Lindqvist,,elena.lindqvist@godaddy.com,https://www.godaddy.com,Facilities Management,170,"$36,840,360","Salt Lake City, UT",https://linkedin.com/in/elena-lindqvist-497,+1 238-534-6497
Summit Machining,Elena Novak,,elena.novak@digitalocean.com,https://www.digitalocean.com,Facilities Management,23,"$3,874,166","Charlotte, NC",https://linkedin.com/in/elena-novak-498,
Northwind Dental Group,Maria Nakamura,Head of Procurement,marianakamura93@outlook.com,https://www.outlook.com,Healthcare,1814,"$264,880,280","Charlotte, NC",https://linkedin.com/in/maria-nakamura-499,+1 487-771-4619
Copperline Distribution,Nina Rasmussen,,nina.rasmussen@datadoghq.com,https://www.datadoghq.com,Facilities Management,105,"$16,057,125","Tampa, FL",https://linkedin.com/in/nina-rasmussen-500,
